bedrooms,bathrooms,living_sqft,parcel_sqft,floors,waterfront,view_quality,condition,KC_grade,sqft_basement,built_year,renovation_year,zipcode,latitude,longitude,sqft_living15,sqft_lot15,date,price,id.1
4.0,3.5,4740.0,8611.0,2.0,0.0,3,3,11,1100.0,2006,0,98027,47.5375,-122.07,4042.0,8321.0,2015-04-30,1350000.0,6578
3.0,2.25,1980.0,40887.0,1.0,,0,4,8,0.0,1980,0,98052,47.6478,-122.029,2460.0,35700.0,2014-05-15,550000.0,6579
3.0,1.75,1710.0,6400.0,1.0,,0,4,7,470.0,1976,0,98023,47.3036,-122.377,1600.0,6400.0,2014-12-02,260000.0,6580
2.0,1.5,1160.0,982.0,2.0,0.0,0,3,7,,2006,0,98155,47.7675,-122.315,1160.0,1008.0,2015-04-24,284900.0,6581
3.0,2.5,2200.0,3000.0,2.0,0.0,0,3,9,670.0,2002,0,98109,47.6451,-122.35,2200.0,3300.0,2014-10-29,740000.0,6582
2.0,1.0,1170.0,5000.0,1.0,0.0,0,4,7,140.0,1920,0,98136,47.5449,-122.388,1170.0,5850.0,2014-10-02,425000.0,6583
3.0,1.0,1120.0,7500.0,1.0,0.0,0,3,7,0.0,1965,0,98146,47.5112,-122.359,1120.0,5000.0,2014-09-02,230000.0,6584
3.0,1.5,1710.0,4000.0,2.0,0.0,0,3,8,0.0,1926,0,98116,47.5714,-122.385,1910.0,4000.0,2015-04-13,675000.0,6585
3.0,1.75,1650.0,7807.0,1.0,0.0,0,3,7,0.0,1986,0,98030,47.3514,-122.167,1810.0,8475.0,2014-07-29,267500.0,6586
4.0,2.5,2840.0,8820.0,1.0,0.0,2,5,8,1420.0,1952,0,98118,47.5542,-122.265,2310.0,8750.0,2014-08-25,814000.0,6587
4.0,3.0,3310.0,217800.0,1.5,0.0,0,3,9,0.0,1989,0,98053,47.6616,-121.999,2810.0,217800.0,2015-04-27,1250000.0,6588
3.0,2.0,1860.0,7232.0,1.0,0.0,0,3,7,540.0,1985,0,98125,47.7165,-122.319,1830.0,7220.0,2014-09-16,460000.0,6589
3.0,2.5,2250.0,9608.0,2.0,,0,3,8,0.0,1994,0,98045,47.4865,-121.802,2020.0,9834.0,2015-01-20,445000.0,6590
3.0,2.5,2890.0,7027.0,2.0,0.0,0,3,8,0.0,2004,0,98074,47.6111,-122.009,2890.0,7197.0,2014-09-24,715000.0,6591
3.0,1.75,2120.0,5992.0,1.0,0.0,0,3,7,1060.0,1947,0,98125,47.7083,-122.308,1840.0,11000.0,2015-02-19,425000.0,6592
4.0,2.5,2130.0,4750.0,2.0,,0,3,8,0.0,2009,0,98058,47.4324,-122.184,2130.0,4071.0,2014-07-15,370000.0,6593
2.0,1.75,1170.0,8200.0,1.0,0.0,0,4,6,390.0,1937,0,98003,47.3263,-122.305,1780.0,9020.0,2015-04-29,302000.0,6594
4.0,1.75,2120.0,7420.0,1.0,0.0,0,4,7,1060.0,1956,0,98008,47.6019,-122.13,1540.0,7420.0,2014-06-23,453000.0,6595
3.0,1.75,1280.0,10716.0,1.0,0.0,0,4,7,0.0,1969,0,98059,47.4755,-122.145,1440.0,9870.0,2014-05-20,290000.0,6596
4.0,2.5,3170.0,47502.0,2.0,0.0,0,3,10,0.0,1988,0,98033,47.6495,-122.185,3190.0,35110.0,2014-12-29,1040000.0,6597
4.0,2.25,2260.0,41984.0,1.0,0.0,0,4,9,0.0,1967,0,98033,47.6622,-122.171,2650.0,37318.0,2014-05-20,925000.0,6598
3.0,1.75,2930.0,19876.0,1.0,0.0,0,3,9,900.0,1993,0,98072,47.7443,-122.17,2740.0,11499.0,2014-05-29,600000.0,6599
3.0,1.5,1060.0,5750.0,1.0,0.0,2,4,7,0.0,1981,0,98126,47.5512,-122.371,1060.0,5750.0,2014-08-05,354000.0,6600
4.0,1.75,1740.0,9344.0,1.0,0.0,0,3,7,560.0,1978,0,98023,47.3196,-122.399,1440.0,12884.0,2014-06-17,204950.0,6601
4.0,2.5,2990.0,5400.0,2.0,0.0,0,3,8,0.0,2005,0,98074,47.6122,-122.009,2890.0,6538.0,2015-04-22,675000.0,6602
4.0,3.25,3530.0,20012.0,2.0,0.0,0,3,11,0.0,1986,0,98052,47.7193,-122.127,3850.0,20707.0,2015-04-22,995000.0,6603
5.0,2.0,2960.0,10960.0,1.0,0.0,0,4,7,1460.0,1957,0,98005,47.6162,-122.174,2160.0,10960.0,2015-03-31,800000.0,6604
3.0,2.5,1650.0,3711.0,2.0,0.0,0,3,8,0.0,1996,0,98052,47.6863,-122.093,1760.0,3762.0,2014-09-09,472500.0,6605
4.0,2.5,2720.0,13500.0,1.0,0.0,0,3,8,1210.0,1969,0,98007,47.6191,-122.145,2510.0,12350.0,2014-12-02,549950.0,6606
3.0,1.75,1516.0,2897.0,1.0,0.0,0,3,7,518.0,1925,0,98103,47.6842,-122.341,2100.0,3854.0,2014-10-13,575575.0,6607
4.0,3.25,4386.0,12275.0,1.0,,0,3,10,2030.0,2006,0,98092,47.3329,-122.2,3060.0,10925.0,2015-03-03,545000.0,6608
3.0,2.25,2580.0,7434.0,1.0,0.0,0,3,7,950.0,1963,0,98133,47.7446,-122.332,1920.0,7737.0,2014-11-19,340000.0,6609
3.0,1.0,960.0,5512.0,1.0,0.0,0,4,6,0.0,1963,0,98056,47.4944,-122.165,1090.0,5837.0,2015-03-31,225000.0,6610
2.0,1.75,1460.0,10506.0,1.0,0.0,0,3,7,0.0,1983,0,98031,47.4048,-122.178,1460.0,8153.0,2014-10-28,299950.0,6611
4.0,3.5,3840.0,4000.0,2.0,,0,3,8,1200.0,2001,0,98105,47.6642,-122.291,1620.0,4000.0,2015-02-23,829900.0,6612
4.0,2.5,2090.0,4200.0,2.0,0.0,0,3,7,0.0,2007,0,98038,47.3659,-122.017,2090.0,4200.0,2015-03-30,340000.0,6613
4.0,2.25,2470.0,7800.0,1.0,,0,3,8,1000.0,1975,0,98052,47.6913,-122.115,2050.0,8050.0,2014-10-08,515000.0,6614
4.0,2.5,2090.0,6906.0,2.0,0.0,0,4,8,0.0,1992,0,98029,47.5718,-121.996,2090.0,6370.0,2014-07-11,601000.0,6615
3.0,2.5,2070.0,8581.0,2.0,0.0,0,3,8,0.0,1994,0,98059,47.5101,-122.151,2440.0,7849.0,2015-05-04,470000.0,6616
3.0,1.0,1650.0,6400.0,1.0,0.0,0,4,7,670.0,1954,0,98106,47.52,-122.365,1230.0,6400.0,2014-07-08,371500.0,6617
3.0,1.75,1880.0,45738.0,1.0,0.0,0,4,8,470.0,1980,0,98072,47.7662,-122.114,2340.0,38556.0,2014-11-19,550000.0,6618
4.0,2.5,2060.0,7720.0,2.0,0.0,0,3,8,0.0,1995,0,98023,47.2956,-122.374,1630.0,7720.0,2014-12-14,242550.0,6619
3.0,1.5,1410.0,9647.0,1.0,0.0,0,3,8,0.0,1961,0,98177,47.7608,-122.361,2090.0,9272.0,2014-05-06,367500.0,6620
4.0,3.5,2770.0,8763.0,2.0,0.0,0,3,8,670.0,1996,0,98003,47.2625,-122.308,2030.0,7242.0,2014-09-24,359000.0,6621
3.0,2.0,1390.0,8245.0,1.0,,0,2,7,0.0,1984,0,98001,47.2669,-122.254,1260.0,8245.0,2015-03-11,204900.0,6622
4.0,2.75,5440.0,239580.0,1.0,0.0,0,2,9,2720.0,1969,0,98001,47.354,-122.293,1970.0,40392.0,2014-09-30,850000.0,6623
3.0,1.5,1280.0,4452.0,2.0,0.0,0,3,6,0.0,1985,0,98002,47.3344,-122.216,1070.0,4366.0,2014-10-21,187000.0,6624
3.0,2.75,1720.0,28000.0,1.0,0.0,0,4,7,0.0,1958,0,98058,47.4375,-122.176,2000.0,41817.0,2014-05-28,326000.0,6625
3.0,2.75,1720.0,28000.0,1.0,0.0,0,4,7,0.0,1958,0,98058,47.4375,-122.176,2000.0,41817.0,2015-02-25,340000.0,6626
6.0,2.25,3040.0,28535.0,1.0,0.0,0,3,8,1150.0,1951,0,98030,47.3864,-122.223,1360.0,8250.0,2014-06-25,330000.0,6627
4.0,3.5,3780.0,7769.0,2.0,0.0,0,3,9,670.0,2001,0,98052,47.691,-122.129,3310.0,7945.0,2015-01-02,782000.0,6628
4.0,2.5,2670.0,5974.0,2.0,0.0,0,3,8,0.0,1999,0,98034,47.7122,-122.231,2140.0,5729.0,2014-11-03,612000.0,6629
3.0,2.0,1350.0,7216.0,1.0,0.0,0,3,7,0.0,1964,0,98177,47.7616,-122.365,1920.0,7600.0,2014-10-31,400000.0,6630
5.0,3.5,3490.0,9680.0,2.0,0.0,4,3,9,1030.0,1980,0,98177,47.7757,-122.391,3080.0,13489.0,2014-06-03,941500.0,6631
2.0,1.5,870.0,747.0,2.0,0.0,0,3,8,,2004,0,98103,47.6967,-122.342,1710.0,1280.0,2015-01-09,313000.0,6632
4.0,2.25,2410.0,4250.0,1.5,0.0,0,5,7,950.0,1929,0,98117,47.6849,-122.376,1360.0,5074.0,2015-04-09,735000.0,6633
3.0,1.75,1640.0,10123.0,1.0,0.0,0,3,8,300.0,1977,0,98011,47.7698,-122.167,2210.0,10852.0,2015-03-19,471000.0,6634
3.0,1.0,1540.0,9800.0,1.0,0.0,0,4,7,0.0,1950,0,98155,47.7604,-122.329,1560.0,9450.0,2015-02-24,350000.0,6635
4.0,2.5,2370.0,9601.0,1.0,,0,3,8,800.0,1976,0,98027,47.5327,-122.054,2550.0,10500.0,2014-07-23,530000.0,6636
4.0,3.0,1830.0,9548.0,2.0,0.0,0,3,7,0.0,1991,0,98028,47.7379,-122.224,1740.0,9750.0,2014-05-07,415000.0,6637
4.0,2.25,2330.0,8994.0,2.0,0.0,0,3,8,0.0,1986,0,98052,47.7264,-122.104,2330.0,8396.0,2014-06-21,639500.0,6638
4.0,2.75,2240.0,27820.0,1.5,0.0,0,4,8,0.0,1976,0,98075,47.5936,-122.054,2330.0,20000.0,2014-06-11,580379.0,6639
2.0,2.5,1700.0,2513.0,2.0,0.0,0,3,8,0.0,2009,0,98065,47.5163,-121.878,1760.0,2891.0,2014-11-19,378000.0,6640
3.0,2.25,1750.0,9298.0,1.0,,0,4,7,340.0,1969,0,98058,47.4579,-122.164,1720.0,7875.0,2015-01-15,265000.0,6641
3.0,1.75,1100.0,9750.0,1.0,0.0,0,4,6,0.0,1967,0,98023,47.2955,-122.362,1100.0,9900.0,2014-09-24,212000.0,6642
4.0,3.0,2320.0,13068.0,2.0,0.0,2,3,8,0.0,1998,0,98198,47.3497,-122.317,2220.0,25265.0,2015-01-23,400000.0,6643
4.0,2.5,2540.0,6491.0,2.0,,0,3,8,0.0,1997,0,98008,47.6363,-122.117,1990.0,8447.0,2015-02-06,750000.0,6644
5.0,2.5,3090.0,12750.0,1.0,0.0,0,3,8,1340.0,1968,0,98023,47.3408,-122.335,1760.0,25919.0,2014-05-05,384900.0,6645
2.0,1.0,770.0,5200.0,1.0,0.0,0,5,6,0.0,1969,0,98042,47.3627,-122.087,1150.0,5330.0,2014-08-06,176000.0,6646
3.0,2.75,2370.0,4632.0,2.0,0.0,0,3,7,0.0,2002,0,98038,47.3794,-122.022,2290.0,5012.0,2014-09-09,350000.0,6647
3.0,1.0,1200.0,7210.0,1.0,0.0,0,4,6,0.0,1977,0,98030,47.3729,-122.183,1200.0,7650.0,2014-07-29,168000.0,6648
4.0,2.0,2200.0,3060.0,1.0,0.0,0,3,7,1100.0,1908,0,98118,47.565,-122.284,1410.0,5100.0,2014-11-14,358000.0,6649
3.0,2.75,2660.0,32757.0,1.0,0.0,0,4,8,0.0,1975,0,98077,47.7649,-122.098,2720.0,35191.0,2015-04-28,580000.0,6650
3.0,1.75,1600.0,10280.0,1.0,,0,3,7,550.0,1977,0,98034,47.725,-122.174,1590.0,8100.0,2014-06-23,442500.0,6651
2.0,2.5,1330.0,1249.0,3.0,0.0,0,3,8,0.0,2004,0,98105,47.6668,-122.285,1430.0,1328.0,2015-03-17,515000.0,6652
5.0,2.5,3440.0,12900.0,1.0,0.0,2,4,8,1720.0,1958,0,98166,47.4426,-122.342,2100.0,10751.0,2014-11-17,554000.0,6653
3.0,2.5,2510.0,6320.0,2.0,0.0,0,3,9,0.0,1996,0,98075,47.5868,-122.033,2518.0,5819.0,2014-06-10,659000.0,6654
4.0,2.5,2150.0,10098.0,1.0,0.0,0,3,7,1060.0,1963,0,98034,47.7166,-122.201,1880.0,10000.0,2015-03-17,414999.0,6655
3.0,1.5,1180.0,10277.0,1.0,0.0,0,3,6,,1983,0,98045,47.488,-121.787,1680.0,11104.0,2014-05-02,275000.0,6656
2.0,1.0,680.0,8640.0,1.0,0.0,0,4,5,0.0,1951,0,98188,47.4559,-122.289,1320.0,13140.0,2014-11-19,193000.0,6657
4.0,2.5,2840.0,4750.0,2.0,0.0,0,3,9,0.0,2002,0,98058,47.4511,-122.121,2460.0,4750.0,2014-08-20,525000.0,6658
3.0,2.5,1820.0,7500.0,2.0,0.0,0,3,8,0.0,1985,0,98052,47.7155,-122.104,2040.0,8304.0,2014-10-09,424000.0,6659
2.0,1.0,1070.0,5150.0,1.0,0.0,0,4,6,200.0,1908,0,98117,47.6853,-122.366,1520.0,3860.0,2015-01-08,455000.0,6660
2.0,1.0,1250.0,5650.0,2.0,0.0,1,4,7,0.0,1943,0,98126,47.5495,-122.377,1210.0,5650.0,2014-08-22,463000.0,6661
4.0,2.5,2190.0,6300.0,1.0,0.0,3,3,7,950.0,1960,0,98033,47.6918,-122.216,2730.0,14659.0,2015-05-04,1100000.0,6662
3.0,1.75,3000.0,5413.0,2.0,0.0,0,4,8,1100.0,1963,0,98115,47.6962,-122.312,1550.0,5413.0,2014-12-08,523000.0,6663
4.0,1.75,2270.0,9830.0,1.0,0.0,0,4,8,0.0,1959,0,98005,47.5999,-122.176,2540.0,11990.0,2014-08-08,615000.0,6664
4.0,4.0,4500.0,11795.0,2.0,0.0,0,3,12,0.0,1991,0,98027,47.5533,-122.098,3930.0,11576.0,2014-11-03,1520000.0,6665
5.0,4.0,3400.0,5000.0,2.0,0.0,0,3,8,1080.0,1900,2013,98107,47.6655,-122.363,1910.0,5000.0,2014-08-08,870000.0,6666
3.0,2.5,2830.0,9680.0,2.0,0.0,0,3,10,0.0,1991,0,98074,47.6249,-122.024,2970.0,8691.0,2014-08-17,710000.0,6667
3.0,1.0,960.0,9563.0,1.0,0.0,0,5,7,0.0,1967,0,98023,47.2864,-122.357,1280.0,9600.0,2014-07-07,215000.0,6668
2.0,1.0,1530.0,6450.0,1.0,0.0,0,4,7,0.0,1920,0,98117,47.6833,-122.398,1530.0,5000.0,2014-09-08,590000.0,6669
5.0,2.5,2500.0,13034.0,1.0,0.0,0,3,7,1200.0,1962,0,98092,47.3343,-122.194,2440.0,13300.0,2014-08-14,323000.0,6670
4.0,2.0,1560.0,7569.0,1.5,0.0,0,4,7,0.0,1966,0,98058,47.4496,-122.155,1480.0,8755.0,2014-07-22,279000.0,6671
3.0,2.25,2070.0,7207.0,1.0,0.0,0,3,8,350.0,1973,0,98177,47.7735,-122.371,2350.0,7980.0,2014-09-19,535100.0,6672
5.0,2.25,2710.0,19800.0,1.0,0.0,0,5,9,800.0,1959,0,98005,47.5958,-122.175,2120.0,16400.0,2014-10-27,830000.0,6673
4.0,2.5,3150.0,4203.0,2.0,0.0,0,3,9,0.0,2002,0,98033,47.688,-122.164,3150.0,5169.0,2014-07-03,815000.0,6674
3.0,2.25,1880.0,10880.0,1.0,0.0,0,3,8,400.0,1975,0,98008,47.5937,-122.116,2120.0,10240.0,2015-03-09,535900.0,6675
3.0,1.0,1250.0,8800.0,1.0,0.0,0,3,7,0.0,1955,0,98146,47.497,-122.357,1480.0,8200.0,2015-03-09,230000.0,6676
4.0,1.75,2290.0,8142.0,1.0,0.0,0,4,7,800.0,1969,0,98055,47.4564,-122.211,1840.0,8142.0,2015-02-17,325500.0,6677
3.0,2.25,1990.0,4331.0,2.0,0.0,0,3,7,0.0,1997,0,98056,47.4917,-122.167,1690.0,3688.0,2015-01-30,359000.0,6678
3.0,2.5,2100.0,5824.0,2.0,0.0,2,3,8,0.0,1999,0,98065,47.5334,-121.867,1890.0,4140.0,2014-05-09,505000.0,6679
3.0,1.0,940.0,8400.0,1.0,0.0,0,5,7,0.0,1958,0,98056,47.5112,-122.167,950.0,8400.0,2014-09-30,253905.0,6680
3.0,1.75,1640.0,4860.0,1.0,0.0,0,3,8,440.0,1965,0,98125,47.7125,-122.32,1480.0,7200.0,2014-07-11,369950.0,6681
3.0,2.25,1860.0,8378.0,2.0,0.0,0,3,7,0.0,1995,0,98038,47.3875,-122.032,1870.0,8378.0,2015-01-21,350000.0,6682
4.0,2.25,2100.0,2500.0,3.0,0.0,0,3,8,0.0,2001,0,98115,47.6726,-122.298,1660.0,4000.0,2014-08-07,650000.0,6683
3.0,1.75,1500.0,15246.0,1.0,0.0,0,3,6,0.0,1925,0,98070,47.4367,-122.463,1500.0,16988.0,2014-08-25,295000.0,6684
3.0,1.75,1680.0,28046.0,1.0,0.0,3,3,8,500.0,1948,0,98177,47.7648,-122.37,2190.0,26308.0,2015-05-07,620000.0,6685
2.0,2.5,3900.0,920423.0,2.0,0.0,0,3,12,0.0,2009,0,98065,47.5371,-121.756,2720.0,411962.0,2015-03-20,2000000.0,6686
3.0,1.0,1400.0,7410.0,1.0,0.0,0,3,6,0.0,1944,0,98166,47.4798,-122.343,1070.0,7410.0,2014-05-07,246000.0,6687
3.0,2.75,2600.0,12860.0,1.0,0.0,0,3,7,1250.0,1965,0,98014,47.695,-121.918,2260.0,12954.0,2014-09-16,430000.0,6688
3.0,2.0,1440.0,4859.0,2.0,0.0,0,2,6,0.0,1921,0,98118,47.5503,-122.285,1360.0,4558.0,2015-01-23,509990.0,6689
4.0,1.75,1870.0,9500.0,1.0,0.0,0,4,7,780.0,1962,0,98033,47.7012,-122.187,2010.0,10000.0,2014-12-09,490000.0,6690
4.0,2.75,2960.0,10454.0,1.0,0.0,1,3,8,600.0,1979,0,98198,47.4006,-122.322,1870.0,10500.0,2014-12-02,385000.0,6691
4.0,2.5,2440.0,6733.0,2.0,0.0,0,3,9,0.0,1999,0,98074,47.6374,-122.064,2570.0,6496.0,2015-04-29,769000.0,6692
2.0,1.0,1122.0,9100.0,1.0,0.0,0,4,6,0.0,1960,0,98023,47.328,-122.341,840.0,9344.0,2015-02-12,185000.0,6693
3.0,1.5,1060.0,10464.0,1.0,0.0,0,4,7,0.0,1973,0,98034,47.7313,-122.229,1420.0,10464.0,2014-05-09,303500.0,6694
4.0,2.5,2150.0,8165.0,1.0,,0,3,8,720.0,1957,0,98177,47.773,-122.371,2360.0,7980.0,2015-02-11,468000.0,6695
4.0,2.5,3100.0,10000.0,2.0,0.0,0,3,9,0.0,1978,0,98042,47.3741,-122.15,1850.0,9438.0,2014-07-21,449950.0,6696
2.0,1.5,880.0,1805.0,2.0,,0,3,7,0.0,1999,0,98133,47.7064,-122.342,880.0,5060.0,2014-06-16,235000.0,6697
4.0,2.5,2490.0,34947.0,2.0,0.0,0,3,9,340.0,1985,0,98027,47.4823,-122.031,2490.0,39639.0,2014-12-02,520000.0,6698
2.0,1.0,1080.0,9067.0,1.0,0.0,0,3,6,0.0,1951,0,98168,47.4815,-122.331,1080.0,6647.0,2014-11-06,203000.0,6699
5.0,2.5,2530.0,10190.0,1.0,0.0,0,4,7,1240.0,1960,0,98008,47.616,-122.115,2040.0,8560.0,2014-08-26,657000.0,6700
3.0,1.0,1200.0,7800.0,1.0,0.0,0,4,7,0.0,1954,0,98126,47.5196,-122.371,1230.0,7070.0,2014-07-09,275000.0,6701
4.0,2.25,2850.0,7453.0,2.0,,0,3,9,0.0,1991,0,98072,47.7439,-122.174,2700.0,8468.0,2014-10-24,540000.0,6702
4.0,2.5,2950.0,4502.0,2.0,0.0,0,3,7,0.0,2005,0,98059,47.5002,-122.151,2360.0,4502.0,2014-06-24,455000.0,6703
2.0,1.75,1160.0,6828.0,1.0,0.0,0,3,7,300.0,1941,0,98115,47.6937,-122.298,1250.0,6828.0,2014-10-16,458500.0,6704
4.0,3.5,3420.0,4751.0,2.0,0.0,0,3,10,0.0,2003,0,98055,47.4734,-122.193,3490.0,5700.0,2015-04-24,549900.0,6705
3.0,1.75,2240.0,10578.0,2.0,0.0,0,5,8,690.0,1923,0,98115,47.6954,-122.292,1570.0,10578.0,2014-05-02,750000.0,6706
4.0,1.75,1450.0,8891.0,1.5,0.0,0,3,7,270.0,1962,0,98168,47.478,-122.278,1450.0,9013.0,2014-06-23,235000.0,6707
4.0,2.5,1820.0,7930.0,2.0,0.0,0,5,7,0.0,1989,0,98038,47.359,-122.05,1490.0,7930.0,2014-09-11,286000.0,6708
4.0,3.5,4700.0,13730.0,2.0,0.0,3,3,11,1200.0,1958,1995,98033,47.6899,-122.217,3210.0,15306.0,2015-03-18,2650000.0,6709
4.0,1.75,2430.0,14000.0,1.0,0.0,0,4,7,850.0,1963,0,98052,47.6554,-122.134,1910.0,8285.0,2015-02-10,602000.0,6710
3.0,1.5,1960.0,4080.0,1.5,0.0,0,3,7,0.0,1915,0,98115,47.6768,-122.31,1880.0,4080.0,2014-08-20,640000.0,6711
3.0,1.75,1440.0,10920.0,1.0,0.0,0,4,8,0.0,1977,0,98030,47.3812,-122.168,1720.0,8260.0,2014-10-09,267000.0,6712
4.0,2.5,2730.0,4385.0,2.0,0.0,0,3,8,,2001,0,98075,47.5975,-122.038,2670.0,4644.0,2015-04-21,712000.0,6713
2.0,1.0,910.0,9000.0,1.0,,0,3,5,0.0,1923,0,98065,47.526,-121.81,1290.0,9000.0,2014-10-10,244500.0,6714
2.0,1.0,910.0,9000.0,1.0,,0,3,5,0.0,1923,0,98065,47.526,-121.81,1290.0,9000.0,2015-05-12,301000.0,6715
4.0,2.5,2430.0,6325.0,2.0,0.0,0,4,8,410.0,1919,0,98109,47.6413,-122.354,2340.0,4375.0,2014-08-18,990000.0,6716
4.0,2.75,3350.0,6500.0,2.0,0.0,0,3,10,0.0,1999,0,98075,47.5838,-122.027,2960.0,6970.0,2015-04-22,739999.0,6717
4.0,1.75,2320.0,4322.0,1.0,0.0,0,3,7,1180.0,1910,0,98144,47.5755,-122.289,1820.0,4322.0,2014-06-10,480000.0,6718
3.0,2.5,1260.0,1622.0,3.0,0.0,0,3,8,0.0,2009,0,98133,47.7325,-122.343,1340.0,1188.0,2014-07-29,305000.0,6719
3.0,2.0,1980.0,3525.0,1.5,0.0,0,4,8,390.0,1932,0,98117,47.6847,-122.368,1760.0,3760.0,2015-01-15,703300.0,6720
4.0,1.5,1580.0,8468.0,2.0,0.0,0,4,7,0.0,1971,0,98001,47.3336,-122.281,1580.0,8260.0,2015-03-30,265000.0,6721
4.0,2.5,2710.0,35009.0,2.0,0.0,2,3,9,0.0,1992,0,98045,47.4815,-121.714,2330.0,35040.0,2015-04-22,600000.0,6722
3.0,1.0,1400.0,9750.0,1.0,0.0,0,3,7,0.0,1968,1998,98198,47.3862,-122.304,1640.0,8050.0,2014-07-21,253000.0,6723
4.0,2.5,2410.0,7950.0,2.0,0.0,0,3,8,0.0,1997,0,98034,47.7185,-122.226,1920.0,7713.0,2015-03-26,617950.0,6724
4.0,3.25,1790.0,2460.0,2.0,0.0,0,4,7,690.0,2000,0,98106,47.534,-122.346,1260.0,4040.0,2014-12-12,385000.0,6725
3.0,2.0,1640.0,9234.0,1.0,0.0,0,5,7,580.0,1967,0,98118,47.5162,-122.274,2230.0,10354.0,2014-12-19,319000.0,6726
3.0,2.5,1670.0,8023.0,1.0,0.0,0,5,7,500.0,1960,0,98008,47.615,-122.117,1960.0,8964.0,2015-04-23,696000.0,6727
2.0,1.0,970.0,5750.0,1.0,0.0,0,4,6,0.0,1932,0,98126,47.5518,-122.37,1650.0,8625.0,2014-06-30,345000.0,6728
3.0,2.5,1610.0,1778.0,3.0,0.0,0,3,7,0.0,2002,0,98115,47.6902,-122.306,1120.0,2187.0,2014-10-22,380000.0,6729
4.0,1.75,2060.0,26036.0,1.0,,0,4,8,900.0,1947,0,98166,47.4444,-122.351,2590.0,21891.0,2014-05-08,647500.0,6730
3.0,2.5,3570.0,35271.0,2.0,,0,3,9,0.0,1997,0,98027,47.4782,-122.035,3510.0,37194.0,2014-09-25,725000.0,6731
3.0,1.75,1400.0,7735.0,1.0,0.0,0,4,7,0.0,1989,0,98038,47.357,-122.04,1530.0,7754.0,2014-12-19,269950.0,6732
4.0,2.5,3470.0,32109.0,2.0,0.0,0,3,10,0.0,1995,0,98077,47.7311,-122.036,3800.0,35181.0,2014-06-11,875000.0,6733
3.0,1.0,1210.0,9525.0,1.0,0.0,0,3,7,0.0,1955,0,98106,47.5274,-122.345,1680.0,7620.0,2014-05-30,299950.0,6734
4.0,3.25,3930.0,10929.0,2.0,0.0,0,3,10,0.0,2006,0,98004,47.6259,-122.194,1780.0,9999.0,2014-07-03,1880000.0,6735
2.0,1.0,990.0,4802.0,1.0,0.0,0,3,7,0.0,1947,0,98117,47.6876,-122.395,1180.0,5000.0,2014-06-02,430000.0,6736
5.0,2.5,2200.0,4942.0,2.0,0.0,0,3,8,0.0,1989,0,98029,47.5772,-122.001,2200.0,5924.0,2015-01-29,495000.0,6737
3.0,1.5,1510.0,16200.0,1.0,0.0,0,3,7,0.0,1970,0,98031,47.3926,-122.167,1650.0,13950.0,2014-11-13,275000.0,6738
3.0,1.0,1620.0,5040.0,1.0,0.0,0,3,7,500.0,1964,0,98118,47.5263,-122.286,1790.0,6178.0,2014-09-16,333000.0,6739
3.0,2.25,1580.0,7941.0,2.0,0.0,0,4,7,0.0,1986,0,98023,47.2843,-122.357,1730.0,8051.0,2014-05-19,247000.0,6740
3.0,1.75,1260.0,15000.0,1.5,0.0,0,4,7,0.0,1983,0,98092,47.2737,-122.153,2400.0,21715.0,2015-03-09,204555.0,6741
3.0,2.0,2190.0,13673.0,1.0,,0,4,9,0.0,1994,0,98042,47.3542,-122.098,2770.0,13804.0,2014-07-15,432000.0,6742
3.0,1.75,1230.0,13056.0,1.0,0.0,0,4,7,0.0,1962,0,98001,47.3171,-122.279,1690.0,15750.0,2014-05-21,175000.0,6743
4.0,2.5,2030.0,7140.0,1.0,,0,4,7,630.0,1968,0,98008,47.6244,-122.109,1800.0,7565.0,2015-03-20,556300.0,6744
2.0,1.0,780.0,3475.0,1.0,0.0,0,4,5,0.0,1930,0,98045,47.4944,-121.789,1210.0,6769.0,2014-06-25,286000.0,6745
2.0,1.5,1110.0,1200.0,3.0,0.0,0,3,8,0.0,2000,0,98103,47.6931,-122.342,1110.0,1363.0,2014-09-06,320000.0,6746
3.0,2.5,2790.0,53143.0,2.0,,0,4,9,0.0,1991,0,98077,47.7687,-122.036,2740.0,47916.0,2015-04-20,815000.0,6747
4.0,1.75,1660.0,10757.0,1.0,0.0,0,3,7,,1980,0,98056,47.5071,-122.194,1880.0,8319.0,2015-03-27,385000.0,6748
4.0,1.0,3410.0,5000.0,2.0,0.0,0,5,8,1220.0,1910,0,98144,47.5807,-122.291,2550.0,5000.0,2014-05-08,1040000.0,6749
4.0,2.25,2390.0,13002.0,2.0,0.0,0,3,8,0.0,1987,0,98023,47.3111,-122.35,2450.0,11200.0,2014-10-28,350000.0,6750
4.0,2.5,1850.0,5880.0,2.0,,0,3,8,0.0,1998,0,98092,47.3322,-122.173,2370.0,6500.0,2014-07-29,277000.0,6751
6.0,2.0,2500.0,5200.0,1.0,,0,3,8,1250.0,1966,0,98118,47.5517,-122.268,1800.0,5200.0,2015-02-19,415000.0,6752
3.0,1.0,1000.0,8320.0,1.0,0.0,0,5,6,0.0,1951,0,98155,47.7548,-122.316,1090.0,8450.0,2014-12-04,295000.0,6753
4.0,2.0,2450.0,5000.0,2.0,0.0,4,5,8,250.0,1919,0,98116,47.5619,-122.405,2360.0,6090.0,2014-08-05,969000.0,6754
